,Category,Model,Model Year,Manufacturer,Fuel,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count
250,Sedan/Wagon,Panamera 4S E-Hybrid Executive,2022,Porsche,Plug-in Hybrid Electric,21.0,23.0,22.0,Automatic,SI,2.9L,6.0
536,Sedan/Wagon,Panamera 4S E-Hybrid Executive,2021,Porsche,Plug-in Hybrid Electric,21.0,23.0,22.0,Automatic,SI,2.9L,6.0
537,Sedan/Wagon,Panamera 4S E-Hybrid ST,2021,Porsche,Plug-in Hybrid Electric,21.0,23.0,22.0,Automatic,SI,2.9L,6.0
538,Sedan/Wagon,Panamera Turbo S E-Hybrid,2021,Porsche,Plug-in Hybrid Electric,18.0,22.0,19.0,Automatic,SI,4.0L,8.0
539,Sedan/Wagon,Panamera Turbo S E-Hybrid Executive,2021,Porsche,Plug-in Hybrid Electric,18.0,22.0,19.0,Automatic,SI,4.0L,8.0
251,Sedan/Wagon,Panamera Turbo S E-Hybrid Executive/ST,2022,Porsche,Plug-in Hybrid Electric,18.0,22.0,19.0,Automatic,SI,4.0L,8.0
540,Sedan/Wagon,Panamera Turbo S E-Hybrid ST,2021,Porsche,Plug-in Hybrid Electric,18.0,22.0,19.0,Automatic,SI,4.0L,8.0
657,Street Sweeper,Pelican,2022,Elgin,CNG - Compressed Natural Gas,25.9,30.09,27.26,Automatic,unknown,unknown,5.45
526,Sedan/Wagon,Polestar 2,2021,Polestar Automotive USA,Electric,18.0,23.33,20.0,Automatic,unknown,unknown,7.33
245,Sedan/Wagon,Polestar 2 (Dual Motor),2022,Polestar Automotive USA,Electric,18.67,23.33,20.33,Automatic,e-motor,150kW electric motors (X2),7.33
246,Sedan/Wagon,Polestar 2 (Single Motor),2022,Polestar Automotive USA,Electric,18.67,23.33,20.33,Automatic,e-motor,170kW electric motor,7.33
527,Sedan/Wagon,Polestar I,2021,Polestar Automotive USA,Plug-in Hybrid Electric,22.0,31.0,26.0,Automatic,SI,2.0L,4.0
574,Sedan/Wagon,Prius,2021,Toyota,Hybrid Electric,54.0,50.0,52.0,Automatic,SI,1.8L,4.0
293,Sedan/Wagon,Prius,2022,Toyota,Hybrid Electric,54.0,50.0,52.0,Automatic,SI,1.8L,4.0
575,Sedan/Wagon,Prius AWD,2021,Toyota,Hybrid Electric,51.0,47.0,49.0,Automatic,SI,1.8L,4.0
294,Sedan/Wagon,Prius AWD,2022,Toyota,Hybrid Electric,51.0,47.0,49.0,Automatic,SI,1.8L,4.0
576,Sedan/Wagon,Prius Eco,2021,Toyota,Hybrid Electric,58.0,53.0,56.0,Automatic,SI,1.8L,4.0
295,Sedan/Wagon,Prius Eco,2022,Toyota,Hybrid Electric,58.0,53.0,56.0,Automatic,SI,1.8L,4.0
296,Sedan/Wagon,Prius Prime,2022,Toyota,Plug-in Hybrid Electric,55.0,53.0,54.0,Automatic,SI,1.8L,4.0
577,Sedan/Wagon,Prius Prime,2021,Toyota,Plug-in Hybrid Electric,55.0,53.0,54.0,Automatic,unknown,1.8L,4.0
869,Tractor,Pro Spotter,2022,TICO,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
24,SUV,Q4 e-tron Sportback quattro,2022,Audi,Electric,18.67,23.33,20.33,Automatic,e-motor,80 kW and 150 kW electric motor,7.33
23,SUV,Q4 e-tron quattro,2022,Audi,Electric,18.67,23.33,20.33,Automatic,e-motor,80 kW and 150 kW electric motor,7.33
338,SUV,Q5,2021,Audi,Hybrid Electric,23.0,28.0,25.0,Automatic,SI,2.0L,4.0
339,SUV,Q5,2021,Audi,Plug-in Hybrid Electric,25.0,29.0,27.0,Automatic,SI,2.0L,4.0
26,SUV,Q5 S line quattro,2022,Audi,Hybrid Electric,23.0,28.0,25.0,Automatic,SI,2.0L,4.0
340,SUV,Q5 Sportback,2021,Audi,Hybrid Electric,23.0,28.0,25.0,Automatic,SI,2.0L,4.0
27,SUV,Q5 Sportback S line quattro,2022,Audi,Hybrid Electric,23.0,28.0,25.0,Automatic,SI,2.0L,4.0
28,Sedan/Wagon,Q5 TFSI e quattro,2022,Audi,Plug-in Hybrid Electric,25.0,27.0,26.0,Automatic,SI,2.0L,4.0
25,SUV,Q5 quattro,2022,Audi,Hybrid Electric,23.0,28.0,25.0,Automatic,SI,2.0L,4.0
341,SUV,Q7,2021,Audi,Hybrid Electric,18.0,23.0,20.0,Automatic,SI,3.0L,6.0
29,SUV,Q7 quattro,2022,Audi,Hybrid Electric,18.0,23.0,20.0,Automatic,SI,3.0L,6.0
342,SUV,Q8,2021,Audi,Hybrid Electric,18.0,231.0,20.0,Automatic,SI,3.0L,6.0
30,SUV,Q8 quattro,2022,Audi,Hybrid Electric,18.0,23.0,20.0,Automatic,SI,3.0L,6.0
267,SUV,R1S,2022,Rivian ,Electric,18.67,23.33,20.33,Automatic,e-motor,"162, 162, 163, 163 kW ",7.33
268,Pickup,R1T,2022,Rivian ,Electric,18.67,23.33,20.33,Automatic,e-motor,"162, 162, 163, 163 kW ",7.33
297,SUV,RAV4 Hybrid AWD,2022,Toyota,Hybrid Electric,41.0,38.0,40.0,Automatic,SI,2.5L,4.0
578,SUV,RAV4 Hybrid AWD,2021,Toyota,Hybrid Electric,41.0,38.0,40.0,Automatic,SI,2.5L,4.0
579,Sedan/Wagon,RAV4 Prime AWD,2021,Toyota,Plug-in Hybrid Electric,40.0,36.0,38.0,Automatic,unknown,2.5L,4.0
298,Sedan/Wagon,RAV4 Prime AWD,2022,Toyota,Plug-in Hybrid Electric,40.0,36.0,38.0,Automatic,SI,2.5L,4.0
31,Sedan/Wagon,RS 6 Avant,2022,Audi,Hybrid Electric,15.0,22.0,17.0,Automatic,SI,4.0L,8.0
343,Sedan/Wagon,RS 6 Avant,2021,Audi,Hybrid Electric,15.0,22.0,17.0,Automatic,SI,4.0L,8.0
345,Sedan/Wagon,RS Q8,2021,Audi,Hybrid Electric,13.0,19.0,15.0,Automatic,SI,4.0L,8.0
34,Sedan/Wagon,RS Q8,2022,Audi,Hybrid Electric,13.0,19.0,15.0,Automatic,SI,4.0L,8.0
33,SUV,RS e-tron GT,2022,Audi,Electric,18.67,23.33,20.33,Automatic,e-motor,335 kW electric motor,7.33
32,Sedan/Wagon,RS7,2022,Audi,Hybrid Electric,15.0,22.0,17.0,Automatic,SI,4.0L,8.0
344,Sedan/Wagon,RS7,2021,Audi,Hybrid Electric,15.0,22.0,17.0,Automatic,SI,4.0L,8.0
486,SUV,RX 450h AWD,2021,Lexus,Hybrid Electric,31.0,28.0,30.0,Automatic,SI,3.5L,6.0
196,SUV,RX 450h AWD,2022,Lexus,Hybrid Electric,31.0,28.0,30.0,Automatic,SI,3.5L,6.0
487,SUV,RX 450h L AWD,2021,Lexus,Hybrid Electric,29.0,28.0,29.0,Automatic,SI,3.5L,6.0
197,SUV,RX 450h L AWD,2022,Lexus,Hybrid Electric,29.0,28.0,29.0,Automatic,SI,3.5L,6.0
473,SUV,Range Rover ,2021,Land Rover,Biodiesel (B20),22.0,28.0,24.0,Automatic,CI,3.0L,6.0
183,SUV,Range Rover Evoque MHEV,2022,Land Rover,Hybrid Electric,21.0,26.0,23.0,Automatic,SI,2.0L,4.0
474,SUV,Range Rover MHEV,2021,Land Rover,Hybrid Electric,18.0,23.0,20.0,Automatic,CI,3.0L,6.0
184,SUV,Range Rover P360 MHEV,2022,Land Rover,Hybrid Electric,18.0,23.0,20.0,Automatic,SI,3.0L,6.0
185,SUV,Range Rover P400 MHEV,2022,Land Rover,Hybrid Electric,18.0,23.0,20.0,Automatic,SI,3.0L,6.0
475,SUV,Range Rover PHEV,2021,Land Rover,Plug-in Hybrid Electric,18.0,21.0,19.0,Automatic,CI,2.0L,4.0
476,SUV,Range Rover Sport,2021,Land Rover,Biodiesel (B20),22.0,28.0,24.0,Automatic,CI,3.0L,6.0
477,SUV,Range Rover Sport MHEV,2021,Land Rover,Hybrid Electric,19.0,24.0,21.0,Automatic,CI,3.0L,6.0
186,SUV,Range Rover Sport P360 MHEV,2022,Land Rover,Hybrid Electric,19.0,24.0,21.0,Automatic,SI,3.0L,6.0
187,SUV,Range Rover Sport P400 MHEV,2022,Land Rover,Hybrid Electric,19.0,24.0,21.0,Automatic,SI,3.0L,6.0
188,SUV,Range Rover Sport PHEV,2022,Land Rover,Plug-in Hybrid Electric,18.0,21.0,19.0,Automatic,CI,2.0L,4.0
478,SUV,Range Rover Sport PHEV,2021,Land Rover,Plug-in Hybrid Electric,18.0,21.0,20.0,Automatic,CI,2.0L,4.0
479,SUV,Range Rover Velar P340 MHEV,2021,Land Rover,Hybrid Electric,20.0,26.0,22.0,Automatic,CI,3.0L,6.0
189,SUV,Range Rover Velar P340 MHEV,2022,Land Rover,Hybrid Electric,20.0,26.0,22.0,Automatic,SI,3.0L,6.0
190,SUV,Range Rover Velar P400 MHEV,2022,Land Rover,Hybrid Electric,19.0,25.0,21.0,Automatic,SI,3.0L,6.0
480,SUV,Range Rover Velar P400 MHEV,2021,Land Rover,Hybrid Electric,19.0,25.0,21.0,Automatic,CI,3.0L,6.0
828,Street Sweeper,Raptor II sweeper,2022,Nitehawk,CNG - Compressed Natural Gas|Propane - Bi-fuel,25.9,30.09,27.26,unknown,unknown,unknown,5.45
759,Refuse,"Rear Loader: PowerTrak, PowerTrak Commercial, DuraPack 4060 and 5000, PT 1000, Under CDL Mini Rear Loader",2022,Heil Environmental,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
811,Refuse,"Rear Loader: Standard, Heavy Duty, Extra Compaction,Tag Axle, Split Body, M2 - Class 8",2022,McNeilus,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
463,Sedan/Wagon,"Revero GT (21"" wheels)",2021,Karma,Plug-in Hybrid Electric,27.0,25.0,26.0,Automatic,SI,1.5L,3.0
517,Sedan/Wagon,S 500 4MATIC,2021,Mercedes-Benz,Hybrid Electric,20.0,29.0,24.0,Automatic,SI,3.0L,6.0
236,Sedan/Wagon,S 500 4MATIC,2022,Mercedes-Benz,Hybrid Electric,21.0,30.0,24.0,Automatic,SI,3.0L,6.0
518,Sedan/Wagon,S 580 4MATIC,2021,Mercedes-Benz,Hybrid Electric,17.0,25.0,20.0,Automatic,SI,4.0L,8.0
237,Sedan/Wagon,S 580 4MATIC,2022,Mercedes-Benz,Hybrid Electric,16.0,25.0,19.0,Automatic,SI,4.0L,8.0
238,Sedan/Wagon,S 580 4MATIC Maybach,2022,Mercedes-Benz,Hybrid Electric,15.0,24.0,18.0,Automatic,SI,4.0L,8.0
519,Sedan/Wagon,S 580 4MATIC Maybach,2021,Mercedes-Benz,Hybrid Electric,16.0,24.0,19.0,Automatic,SI,4.0L,8.0
835,Passenger Van/Shuttle Bus,S1 LF Low Floor,2022,Optimal-EV,Electric,25.9,30.09,27.26,Automatic,unknown,unknown,5.45
724,Vocational/Cab Chassis,S2G Truck - Class 6,2022,Freightliner Custom Chassis,Propane,25.9,30.09,27.26,unknown,unknown,unknown,5.45
35,Sedan/Wagon,S6,2022,Audi,Hybrid Electric,18.0,28.0,22.0,Automatic,SI,2.9L,6.0
346,Sedan/Wagon,S6,2021,Audi,Hybrid Electric,18.0,28.0,22.0,Automatic,SI,2.9L,6.0
588,Sedan/Wagon,S60 AWD,2021,Volvo,Plug-in Hybrid Electric,28.0,33.0,30.0,Automatic,SI,2.0L,4.0
309,Sedan/Wagon,S60 T8 AWD Recharge,2022,Volvo,Plug-in Hybrid Electric,28.0,33.0,30.0,Automatic,SI,2.0L,4.0
310,Sedan/Wagon,S60 T8 AWD Recharge ext. Range,2022,Volvo,Plug-in Hybrid Electric,30.0,33.0,31.0,Automatic,SI,2.0L,4.0
36,Sedan/Wagon,S7,2022,Audi,Hybrid Electric,18.0,28.0,22.0,Automatic,SI,2.9L,6.0
347,Sedan/Wagon,S7,2021,Audi,Hybrid Electric,18.0,28.0,22.0,Automatic,SI,2.9L,6.0
37,Sedan/Wagon,S8,2022,Audi,Hybrid Electric,14.0,23.0,17.0,Automatic,SI,4.0L,8.0
348,Sedan/Wagon,S8,2021,Audi,Hybrid Electric,13.0,22.0,16.0,Automatic,SI,4.0L,8.0
589,Sedan/Wagon,S90 AWD,2021,Volvo,Plug-in Hybrid Electric,28.0,31.0,30.0,Automatic,SI,2.0L,4.0
311,Sedan/Wagon,S90 T8 AWD Recharge,2022,Volvo,Plug-in Hybrid Electric,28.0,31.0,30.0,Automatic,SI,2.0L,4.0
312,Sedan/Wagon,S90 T8 AWD Recharge ext. Range,2022,Volvo,Plug-in Hybrid Electric,28.0,31.0,29.0,Automatic,SI,2.0L,4.0
86,Sedan/Wagon,SF90 Spyder,2022,Ferrari,Plug-in Hybrid Electric,16.0,19.0,17.0,Automatic,SI,3.9L,8.0
87,Sedan/Wagon,SF90 Stradale ,2022,Ferrari,Plug-in Hybrid Electric,16.0,20.0,18.0,Automatic,SI,3.9L,8.0
387,Sedan/Wagon,SF90 Stradale Coupe,2021,Ferrari,Plug-in Hybrid Electric,16.0,20.0,18.0,Automatic,SI,3.9L,8.0
863,Passenger Van/Shuttle Bus,Saf-T-Liner C2 Activity,2022,Thomas Built,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
864,School Bus,Saf-T-Liner C2 Jouley,2022,Thomas Built,Electric,25.9,30.09,27.26,Automatic,unknown,unknown,5.45
865,School Bus,Saf-T-Liner HDX - Class 8,2022,Thomas Built,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
866,Passenger Van/Shuttle Bus,Saf-T-Liner HDX Activity - Class 8,2022,Thomas Built,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
450,Sedan/Wagon,Santa Fe Hybrid,2021,Hyundai,Hybrid Electric,33.0,30.0,32.0,Automatic,SI,1.6L,4.0
148,Sedan/Wagon,Santa Fe Hybrid,2022,Hyundai,Hybrid Electric,33.0,30.0,32.0,Automatic,SI,1.6L,4.0
451,Sedan/Wagon,Santa Fe Hybrid Blue,2021,Hyundai,Hybrid Electric,36.0,31.0,34.0,Automatic,SI,1.6L,4.0
149,Sedan/Wagon,Santa Fe Hybrid Blue,2022,Hyundai,Hybrid Electric,36.0,31.0,34.0,Automatic,SI,1.6L,4.0
150,Sedan/Wagon,Santa Fe Plug-in Hybrid,2022,Hyundai,Plug-in Hybrid Electric,33.0,32.0,33.0,Automatic,SI,1.6L,4.0
741,Van,Savana 2500/3500,2022,GMC,Ethanol (E85),25.9,30.09,27.26,unknown,unknown,unknown,5.45
739,Passenger Van/Shuttle Bus,Savana 2500/3500,2022,GMC,Ethanol (E85),25.9,30.09,27.26,unknown,unknown,unknown,5.45
742,Van,Savana 2500/3500,2022,GMC,Biodiesel (B20),25.9,30.09,27.26,unknown,unknown,unknown,5.45
740,Passenger Van/Shuttle Bus,Savana 2500/3500,2022,GMC,Biodiesel (B20),25.9,30.09,27.26,unknown,unknown,unknown,5.45
743,Vocational/Cab Chassis,Savana 3500/4500 Cutaway,2022,GMC,Ethanol (E85),25.9,30.09,27.26,unknown,unknown,unknown,5.45
812,Refuse,"Side Loader: AutoReach, Manual/Automated, Zero Radius - Class 8",2022,McNeilus,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
760,Refuse,"Side Loader: Command-SST, DuraPack Python and Rapid Rail, Liberty and MultiPack Automated",2022,Heil Environmental,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
580,Van,Sienna,2021,Toyota,Hybrid Electric,36.0,36.0,36.0,Automatic,SI,2.5L,4.0
299,Van,Sienna AWD,2022,Toyota,Hybrid Electric,35.0,36.0,35.0,Automatic,SI,2.5L,4.0
581,Van,Sienna AWD,2021,Toyota,Hybrid Electric,35.0,36.0,35.0,Automatic,SI,2.5L,4.0
744,Pickup,Sierra 2500/3500 HD,2022,GMC,Biodiesel (B20),25.9,30.09,27.26,unknown,unknown,unknown,5.45
426,Pickup,Sierra 2WD,2021,GMC,Ethanol (E85),15.0,19.0,16.0,Automatic,SI,5.3L,8.0
425,Pickup,Sierra 2WD,2021,GMC,Biodiesel (B20),23.0,30.0,26.0,Automatic,CI,3.0L,6.0
122,Pickup,Sierra 2WD,2022,GMC,Ethanol (E85),15.0,19.0,16.0,Automatic,SI,5.3L,8.0
123,Pickup,Sierra 2WD,2022,GMC,Biodiesel (B20),23.0,30.0,26.0,Automatic,CI,3.0L,6.0
745,Vocational/Cab Chassis,Sierra 3500 HD Cab Chassis,2022,GMC,Biodiesel (B20),25.9,30.09,27.26,unknown,unknown,unknown,5.45
427,Pickup,Sierra 4WD,2021,GMC,Biodiesel (B20),22.0,26.0,24.0,Automatic,CI,3.0L,6.0
124,Pickup,Sierra 4WD,2022,GMC,Ethanol (E85),14.0,18.0,16.0,Automatic,SI,5.3L,8.0
125,Pickup,Sierra 4WD,2022,GMC,Biodiesel (B20),22.0,26.0,24.0,Automatic,CI,3.0L,6.0
428,Pickup,Sierra 4WD,2021,GMC,Ethanol (E85),14.0,18.0,16.0,Automatic,SI,5.3L,8.0
127,Pickup,Sierra 4WD - Mud Terrain Tires,2022,GMC,Ethanol (E85),14.0,16.0,15.0,Automatic,SI,5.3L,8.0
126,Pickup,Sierra 4WD - Mud Terrain Tires,2022,GMC,Biodiesel (B20),20.0,23.0,21.0,Automatic,CI,3.0L,6.0
429,Pickup,Sierra 4WD AT4,2021,GMC,Biodiesel (B20),22.0,26.0,24.0,Automatic,CI,3.0L,6.0
75,Pickup,Silverado 2WD,2022,Chevrolet,Biodiesel (B20),23.0,31.0,26.0,Automatic,CI,3.0L,6.0
74,Pickup,Silverado 2WD,2022,Chevrolet,Ethanol (E85),15.0,19.0,16.0,Automatic,SI,5.3L,8.0
379,Pickup,Silverado 2WD,2021,Chevrolet,Ethanol (E85),15.0,19.0,16.0,Automatic,SI,5.3L,8.0
378,Pickup,Silverado 2WD,2021,Chevrolet,Biodiesel (B20),23.0,33.0,27.0,Automatic,CI,3.0L,6.0
646,Vocational/Cab Chassis,Silverado 3500 HD Cab Chassis,2022,Chevrolet,Biodiesel (B20),25.9,30.09,27.26,unknown,unknown,unknown,5.45
381,Pickup,Silverado 4WD,2021,Chevrolet,Ethanol (E85),14.0,18.0,16.0,Automatic,SI,5.3L,8.0
380,Pickup,Silverado 4WD,2021,Chevrolet,Biodiesel (B20),22.0,26.0,24.0,Automatic,CI,3.0L,6.0
78,Pickup,Silverado 4WD,2022,Chevrolet,Biodiesel (B20),22.0,26.0,24.0,Automatic,CI,3.0L,6.0
76,Pickup,Silverado 4WD,2022,Chevrolet,Ethanol (E85),14.0,16.0,15.0,Automatic,SI,5.3L,8.0
77,Pickup,Silverado 4WD,2022,Chevrolet,Biodiesel (B20),22.0,26.0,23.0,Automatic,CI,3.0L,6.0
80,Pickup,Silverado 4WD - Mud Terrain Tires,2022,Chevrolet,Ethanol (E85),14.0,16.0,15.0,Automatic,SI,5.3L,8.0
79,Pickup,Silverado 4WD - Mud Terrain Tires,2022,Chevrolet,Biodiesel (B20),20.0,23.0,21.0,Automatic,CI,3.0L,6.0
647,Pickup,Sliverado 2500/3500 HD,2022,Chevrolet,Biodiesel (B20),25.9,30.09,27.26,unknown,unknown,unknown,5.45
151,Sedan/Wagon,Sonata Hybrid,2022,Hyundai,Hybrid Electric,45.0,51.0,47.0,Automatic,SI,2.0L,4.0
452,Sedan/Wagon,Sonata Hybrid,2021,Hyundai,Hybrid Electric,45.0,51.0,47.0,Automatic,SI,2.0L,4.0
152,Sedan/Wagon,Sonata Hybrid Blue,2022,Hyundai,Hybrid Electric,50.0,54.0,52.0,Automatic,SI,2.0L,4.0
453,Sedan/Wagon,Sonata Hybrid Blue,2021,Hyundai,Hybrid Electric,50.0,54.0,52.0,Automatic,SI,2.0L,4.0
469,SUV,Sorento Hybrid,2021,Kia,Hybrid Electric,39.0,35.0,37.0,Automatic,SI,1.6L,4.0
173,SUV,Sorento Hybrid AWD,2022,Kia,Hybrid Electric,36.0,33.0,35.0,Automatic,SI,1.6L,4.0
174,SUV,Sorento Hybrid FWD,2022,Kia,Hybrid Electric,39.0,35.0,37.0,Automatic,SI,1.6L,4.0
175,SUV,Sorento Plug-in Hybrid,2022,Kia,Plug-in Hybrid Electric,35.0,33.0,34.0,Automatic,SI,1.6L,4.0
813,Vocational/Cab Chassis,"Standard, Bridgemaster, Oshkosh S-Series - Class 8",2022,McNeilus,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
771,Passenger Van/Shuttle Bus,Streetcar,2022,Hometown Manufacturing,Diesel/Hybrid Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
770,Transit Bus,Streetcar,2022,Hometown Manufacturing,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
772,Transit Bus,Streetcar,2022,Hometown Manufacturing,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
382,SUV,Suburban 2WD,2021,Chevrolet,Biodiesel (B20),21.0,27.0,23.0,Automatic,CI,3.0L,6.0
81,SUV,Suburban 2WD,2022,Chevrolet,Biodiesel (B20),21.0,27.0,23.0,Automatic,CI,3.0L,6.0
82,SUV,Suburban 4WD,2022,Chevrolet,Biodiesel (B20),20.0,26.0,22.0,Automatic,CI,3.0L,6.0
383,SUV,Suburban 4WD,2021,Chevrolet,Biodiesel (B20),20.0,26.0,22.0,Automatic,CI,3.0L,6.0
701,Vocational/Cab Chassis,Super Duty Chassis Cab F350,2022,Ford,Ethanol (E85),25.9,30.09,27.26,unknown,unknown,unknown,5.45
703,Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",2022,Ford,Biodiesel (B20),25.9,30.09,27.26,unknown,unknown,unknown,5.45
702,Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",2022,Ford,Propane - Bi-fuel|Propane|CNG - Compressed Natural Gas|CNG - Bi-fuel,25.9,30.09,27.26,unknown,unknown,unknown,5.45
704,Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",2022,Ford,Hybrid Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
409,Pickup,Super Duty F-250,2021,Ford,Ethanol (E85),16.33,22.67,18.67,Automatic,SI,7.3L,8.0
410,Pickup,Super Duty F-250 2WD/4WD,2021,Ford,CNG - Bi-fuel,16.33,22.67,18.67,Automatic,SI,7.3L,8.0
411,Pickup,Super Duty F-250 2WD/4WD,2021,Ford,Biodiesel (B20),16.33,22.67,18.67,Automatic,CI,6.7L,8.0
412,Pickup,Super Duty F-250 2WD/4WD,2021,Ford,CNG - Compressed Natural Gas,16.33,22.67,18.67,Automatic,SI,7.3L,8.0
413,Pickup,Super Duty F-250 2WD/4WD,2021,Ford,Propane - Bi-fuel,16.33,22.67,18.67,Automatic,SI,7.3L,8.0
414,Pickup,Super Duty F-250 2WD/4WD,2021,Ford,Propane,16.33,22.67,18.67,Automatic,SI,7.3L,8.0
706,Pickup,"Super Duty F250, F350, F450",2022,Ford,Biodiesel (B20),25.9,30.09,27.26,unknown,unknown,unknown,5.45
705,Pickup,"Super Duty F250, F350, F450",2022,Ford,CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,25.9,30.09,27.26,unknown,unknown,unknown,5.45
707,Pickup,"Super Duty F250, F350, F450",2022,Ford,Hybrid Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
708,Pickup,"Super Duty F250, F350, F450",2022,Ford,Plug-in Hybrid Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
836,Tractor,T Series terminal,2022,Orange EV,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
786,Vocational/Cab Chassis,T180/T280,2022,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
787,Tractor,T680,2022,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
788,Tractor,T680E,2022,Kenworth,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
790,Vocational/Cab Chassis,T880,2022,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
789,Tractor,T880,2022,Kenworth,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
300,Pickup,TUNDRA 2WD,2022,Toyota,Hybrid Electric,20.0,24.0,22.0,Automatic,SI,3.4L,6.0
301,Pickup,TUNDRA 4WD,2022,Toyota,Hybrid Electric,19.0,22.0,20.0,Automatic,SI,3.4L,6.0
302,Pickup,TUNDRA 4WD PRO,2022,Toyota,Hybrid Electric,18.0,20.0,19.0,Automatic,SI,3.4L,6.0
384,SUV,Tahoe 2WD,2021,Chevrolet,Biodiesel (B20),21.0,28.0,24.0,Automatic,CI,3.0L,6.0
83,SUV,Tahoe 2WD,2022,Chevrolet,Biodiesel (B20),21.0,28.0,24.0,Automatic,CI,3.0L,6.0
385,SUV,Tahoe 4WD,2021,Chevrolet,Biodiesel (B20),20.0,26.0,22.0,Automatic,CI,3.0L,6.0
84,SUV,Tahoe 4WD,2022,Chevrolet,Biodiesel (B20),20.0,26.0,22.0,Automatic,CI,3.0L,6.0
252,Sedan/Wagon,Taycan 4 Cross Turismo,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,175 and 320 kW electric motors,7.33
253,Sedan/Wagon,Taycan 4S Cross Turismo,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,175 and 320 kW electric motors,7.33
541,Sedan/Wagon,Taycan 4S Perf Battery,2021,Porsche,Electric,18.0,23.33,20.0,Automatic,e-motor,194 and 280 kW electric motors,7.33
254,Sedan/Wagon,Taycan 4S Perf Battery,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,150 and 270 kW electric motors,7.33
255,Sedan/Wagon,Taycan 4S Perf Battery Plus,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,175 and 320 kW electric motors,7.33
542,Sedan/Wagon,Taycan 4S Perf Battery Plus,2021,Porsche,Electric,18.0,23.33,20.0,Automatic,e-motor,210 and 250 kW electric motors,7.33
543,Sedan/Wagon,Taycan Perf Battery,2021,Porsche,Electric,18.0,23.33,20.0,Automatic,e-motor,240 kW electric motor,7.33
256,Sedan/Wagon,Taycan Perf Battery,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,240 kW electric motor,7.33
257,Sedan/Wagon,Taycan Perf Battery Plus,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,280 kW electric motor,7.33
544,Sedan/Wagon,Taycan Perf Battery Plus,2021,Porsche,Electric,18.0,23.33,20.0,Automatic,e-motor,280 kW electric motor,7.33
545,Sedan/Wagon,Taycan Turbo,2021,Porsche,Electric,18.0,23.33,20.0,Automatic,e-motor,unknown,7.33
258,Sedan/Wagon,Taycan Turbo,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,170 and 335 kW electric motors,7.33
259,Sedan/Wagon,Taycan Turbo Cross Turismo,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,175 and 355 kW electric motors,7.33
546,Sedan/Wagon,Taycan Turbo S,2021,Porsche,Electric,18.0,23.33,20.0,Automatic,e-motor,unknown,7.33
260,Sedan/Wagon,Taycan Turbo S,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,190 and 335 kW electric motors,7.33
